"Data Source","World Development Indicators",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Austria","AUT","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","112650000","142729999.9","145400000","160759999.9","177050000","79109999.9","91230000","96810000","142389999.9","187430000","239300000","327519999.9","207919999.9","216120000","115239999.9","169167935.4","183400907.8","395491398","445427083.5","581979789.4","653000000","360000000","1485517753","1125106122","2075823594","1825090253","4323513092","2668974816","4571855707","2974499988","8501013451","5689434546","138346430.8","6195021861","3183649650","81096089418.1187","10500457158.3387","68865787583.4398","6301143681.98313","14300064389.0078","-22007325156.2771","22983942931.9264","5218620112.78226","451107665.23086","1712175273.93122","-7975773543.9206","-28939340169.0264","13518864836.285","-28605757320.1282","-13120994312.9058","-18214727038.8904","",
"Azerbaijan","AZE","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000","22000000","330050000","627277000","1114838000","1022967000","510317000","129937000","819579000","2024577000","4007330000","4719107000","4476396000","4485966000","4594234000","3986807000","2900030000","3352997000","4485120000","5293250000","2619437000","4430466000","4047630000","4499666000","2867487000","1402998000","1503918000","507151800","",
"Burundi","BDI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","100000","","410000","440000","220000","320000","80000","-250000","890000","-300000","4599999.9","11080000","900000","3040000","1189999.9","538566.543006104","1524028.63247118","1367714.12346925","1196623.81138929","567226.890756301","1255434.74294","892500.106741913","600088.333002617","473679.874783755","3957.84890911789","1981922.46479085","0","0","0","-475191.305312188","11683246.08","-11440.9127038289","0","0","44690.7076028704","584701.692574561","31593.7781888499","500245.093059071","3833208.34759484","348404.534569828","780582.003631939","3354999.1805922","604919.651526489","116727136.517749","81747197.2345183","49622865.7705811","55420.3566564864","316473.449369742","983747.12499426","1044958.864","6057090.38","",
"Belgium","BEL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","314000000","428000000","386000000","719000000","1137000000","954600000","871789999.9","1274930000","1435800000","1130080000","1544780000","1386450000","1472180000","1289700000","389370000","1051490000","729860000","2354920000","5212470000","7020270000","8046730000","9362560000","11285800000","10750000000","8513580000","10688700000","14063900000","11998300000","22690500000","119692913000","88738714000","88203254000","18118954671.3727","34559267489.7083","44498165771.14","33662010793.5668","58821552824.3719","96551634531.2492","190391844688.586","77354509260.1052","125491894873.016","163624381384.585","11810272330.6794","-29640924980.1453","-15205871357.9654","-19514245854.7289","57538351507.0707","-37288840312.4529","-41601387266.7492","-30075472852.8679","-17570640274.0968","",
"Benin","BEN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","6700000","2799999.9","4799999.9","3500000","-2343120.32888629","1889760.24940719","2452390.82596359","3126021.57196208","753359.561873316","3568043.12335903","4316555.84568939","2090299.06059477","-12172.6229100822","10496.868316392","11442.7822973772","-90000","1100000","100000","-21662039.8992973","-1118466.198443","-2954844.09146129","393822.32951725","954317.43364815","-21635980.3291014","-7107468.70636541","-7738379.60727878","-14661253.7760882","12183267.3373419","11294143.499927","9314781.87697622","-12794843.6146595","16739539.3415636","-19395622.6954977","10638088.2576383","-40774605.0603669","-8788860.12677506","-12363482.3642044","139189943.015454","48210757.8531253","-18807407.3780513","53507087.7359341","161302390.821902","281548556.296849","360343380.324674","405737328.599437","149755663.330268","131790853.840786","200902719.348049","194073683.196869","218207871.715646","175863769.6","",
"Burkina Faso","BFA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","400000","1000000","-700000","4400000","2669999.9","300000","2049999.9","4969999.9","1159999.9","1490000","20000","2430000","1950000","1980000","1669999.9","-1429999.9","3140000","1330000","3710000","5669999.9","460000","570000","3113052.1","3178381.3","18371592.4","9816727.7","16225134.4","9765809","4407138.2","7925950.83","23107520.48","6267060.825","15026083.66","29122505.16","14348315.78","52130040.8814284","83849256.0712148","21711800.9008661","33190579.8762819","56653992.3324814","38870701.3569488","143845512.327138","329281976.028321","490403410.536841","357296974.294135","231901703.683869","390622353.410172","2572690.32188177","268414907.946195","162970140.263612","148555726.3","",
"Bangladesh","BGD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","90000","2339999.9","2200000","1543333.3","5419999.9","6980000","7700000","-8009999.9","8509999.9","5360000","6960000","403978.557545405","-553269.398283548","-6660000","2436499.3440436","3205086.7621919","1838242.49913628","247908.273938643","3238781.18895631","1390444.32247979","3721853.38228801","14049886.5245761","11147788.327757","1896372.12711773","13529831.5362586","139376153.115317","190059372.97475","179603006.318605","280384629.677983","78527040.0772574","52304931.038967","268285231.831689","448905400.707685","813321971.875196","456523167.703824","651029738.054822","1328422986.51751","901286583.13086","1232258246.59254","1264725163.33408","1584403459.98466","2602962095.36816","2539190939.6837","2831152765.15515","2332724780.71108","1810395803.56746","2421626238.43717","1908045387.02685","1143190459.78725","",
"Bulgaria","BGR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","4000000","55900000","41500000","40000000","105400000","90400000","109000000","504800000","537317256.150851","818788154.863275","1001503841.99968","812942201.973002","904659791.087722","2096788700.05598","3072550961.81564","4098122930.77934","7874476255.43262","13875270456.9117","10296720633.7243","3896664559.17164","1842900000","2103810000","1788110000","1989040000","1093600000","2221390000","1488430000","2007290000","1809860000","2221250000","2701940000","",
"Bahrain","BHR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","3399999.9","110000","1320000","3210000","650000","22970508.3355514","145171539.850449","-418036875.019956","4150000","28457446.8841953","64095744.8513185","140691489.51761","101329787.234043","-31914893.6170213","-35904255.3191489","222074468.085106","180851063.829787","91755319.1489362","619414893.617021","868617021.276596","-275000007.923316","208244700.235544","430586743.724592","2048151879.61006","329284164.223769","179454413.27302","453737837.974613","363562321.906708","80358858.3697633","216986881.649309","516700276.442676","865308118.622994","1048601306.14142","2914659868.30075","1756312514.78198","1793998354.54447","257149561.420298","155771009.169721","780851063.829787","1544680851.06383","3727712765.95745","1518617021.2766","64893617.0212766","243351063.829787","518882978.723404","111170212.765957","1501329787","1006648936","",
"Bahamas, The","BHS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","80319999.9","54659999.9","90430000","102250000","143440000","17579999.9","14600000","31400000","-1100000","9600000","4100000","34400000","2800000","-6000000","-4900000","-30200000","-13200000","10800000","36700000","25400000","-17000000","-1300000","300000","27300000","23600000","106900000","87800000","210000000","146900000","149300000","250250000","102370000","152790000","190200000","273600000","563414700","706380000","713350000","860156197.03","663960000","871970000","666621000","526171000","382252000","251277428.82","76075924.75","390400036.41","304587573.117333","491404689.229667","264596251.69575","359317700","",
"Bosnia and Herzegovina","BIH","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66736468.3604305","176780594.760508","146075610.876644","118495219.813023","267769568.956599","381784637.391406","889597294.548592","623812851.5592","845962876.359591","1841972230.25245","1004852659.85344","138511019.727863","443840207.092831","471610992.220788","391976946.375189","313295008.331529","544866345.45742","383089615.729344","313198153.358835","509429047.915133","601783317.146819","437713500.434473","410339586.150113","",
"Belarus","BLR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7000000","17600000","10500000","14700000","104500000","351600000","203200000","444000000","118800000","95800000","247100000","171800000","163800000","306600000","357100000","1807300000","2187900000","1876500000","1393400000","4002400000","1463600000","2246100000","1862000000","1652300000","1246900000","1276300000","1426500000","1273300000","1391600000","",
"Belize","BLZ","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","7089999.9","3339999.9","","","","","","","2000000","-50000","","-2000000","","","-3700000","3700000","4600000","6850000","14000000","18650000","17200000","13600000","15600000","9200000","15369500","21050000","16580000","11955000","17650000","58671500","29564651.9166666","61174888.8668778","25461176.8782397","-10924755.7533455","111496166.355423","126908465.922063","108828544.570357","140373737.268583","169668449.489583","108840086.423874","96449877.0838033","95348525.1917313","194201408.788436","92247730.9426541","141097030.34391","59119223.8981488","32733410.9928006","31831615.5013862","122041646.954707","93910241.7033733","76202813.5002132","",
"Bermuda","BMU","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34700000","102700000","60500000","66900000","41799999.9","5400000","12900000","831600000","43700000","-88170000","617153591.794277","171529641.632488","-70747817.1664244","222710475.853259","-257865988.558357","47614095.0743783","54904045.8298395","-3425440.52413015","-143094386.12","-73213793.633562","-288109270.997092","95416371.5","4389826.5","476518083.75","",
"Bolivia","BOL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","19763999.9","1899999.9","16204999.9","4599999.9","44233000","61596999.9","-8100000","-1200000","11500000","35000000","47000000","75700000","31100000","7000000","7000000","10000000","10000000","38100000","-10100000","-24400000","27200000","52000000","93100000","123800000","130200000","392700000","474100000","730600000","949300000","1010500000","736350000","705756000","676543000","197400000","65430000","-238620000","280763457","366294241.538303","512335605.237139","423040000","621997989.548348","858941070.400943","1059965390.78481","1749612614.39791","656566350.80003","554643532.297183","335365530.426077","712474137.775022","302368781.37636","-216636843.1305","-1116073638.50161","",
"Brazil","BRA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","391699999.9","449000000","459899999.9","1180700000","1207900000","1302000000","1555000000","1833000000","2006000000","2419000000","1911000000","2520000000","2910000000","1609000000","1594000000","1441000000","345000000","1169000000","2804000000","1131000000","989000000","1103000000","2061000000","1292000000","3072000000","4859000000","12552000000","18992934310.6468","28855609916.42","28385675614.9902","32994718699.75","23225846372.251","16586600193.114","10123013670.9901","18161380459.7533","15459981604.1196","19418085598.0794","44579492463.6336","50716402711.4787","31480931700","82389932468.07","102427228231.42","92568388321.34","75211029129.4","87713983217.24","64738153494.44","74294627801.19","68885491315.23","78162724370.35","69174411753.43","37786286307.45","",
"Barbados","BRB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","10868499.9945657","15656171.6384982","19139837.1938904","5630300.31036336","2397684.5342294","4489152.48326658","6897500","4914000","8987000","30305500","29300000","37300000","35150000","16150000","36000000","4850000","7750000","7100000","25979409.31","8682963.92","11213282.795","7424921.25","14450000","9402113.87","12950000","63803750.15","15836484.06","28203499.05","29160482.23","47539505.12","73696943.905","91504910.94","228343253.8","184701288.595","228334500","390061395.8643","342267498.215","476404576.96","615122884.63","356008255.11","425337312.585","459552936.365","528045664.5074","104089451.159478","753687476.11428","688525943.309105","557688983.739785","206157362.7","241596499.9","215370128.6","262100000","",
"Brunei Darussalam","BRN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","85530000","-17550000","-3779999.9","290000","2080000","850000","-30890000","-3290000","4570000","350000","-19570000","-11109999.9","6210000","3620000","800000","3669999.9","-6049999.9","-70000","460000","10000000","7000000","5000000","7000000","8000000","5889999.9","582760563.3","653600000","701740000","573250000","747868668.6","549607250.7","60694643.6567848","229671955.675395","123820911.146426","113205866.961457","175068516.562807","87839128.3133848","257635717.488309","222184549.489168","325586827.786629","480722547","691170274.4","864905527.5","775641999.1","573906207.836339","171289167.823995","-150550827.310313","467927550.316567","516202620.629746","373256767.246304","565542275.429332","",
"Bhutan","BTN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","420000","","","","","","","","","","","","","","","","1600000","600000","","","","50000","1399999.9","-700000","","1050274.76","","","2425411.898","3370306.526","8859907.539","6210884.351","6122702.14271106","73855769.764882","3144001.01949936","18299707.2343963","75274009.0283126","31141614.8601365","24380673.5733894","20433631.0650379","23534931.751976","6450953.8497443","11884162.3485119","-16553759.9525493","2649454.31118453","13011377.2857268","-2786960.89013149","",
"Botswana","BWA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","70000","-38268702.2467827","11270002.8304612","12233365.1123827","40813517.2929934","127851715.071269","111550709.397601","88438639.8238063","21074900.8946108","23793769.119755","62154696.1525429","53611787.5922365","70404390.657485","113583514.209604","39921524.1272293","42186013.0205889","95889963.0424103","-8211493.7828439","-1564184.90561566","-286949434.086852","-14154569.0110668","70413220.7555472","71182310.7136661","100109748.737479","95318134.9210105","36675065.7829259","57171341.354862","30680571.2084683","407997392.45524","418040676.139807","390889251.855271","420854175.013436","486913109.102448","494634226.153715","520917902.314755","208699298.206302","218379837.568309","293208060.474684","146084155.211847","67136806.1634995","515184471.01724","378554181.530079","142522598.297582","260575129.351448","285955061.932015","93607130.0326021","80062758.7393897","",
"Central African Republic","CAF","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1200000","700000","1500000","-200000","5799999.9","5599999.9","3700000","-2845168.07135611","6084486.34383566","22757439.7367339","5343631.08528873","5781443.35245489","9153812.42838185","4469041.68570388","5149252.03381976","2991566.43558607","8160415.31776924","11898718.6498225","-3827452.80303765","1285233.01951129","697850.065105837","-4874038.73164914","-10676567.963142","-9980132.27944839","3602275.00892801","6200565.7","10925575.5","1497424","7300593.947","5976946.527","889074.9","5183898.8","5644286.5","11300000","15100000","10100000","34670000","56750000","117110000","42280000","61520000","36908455.8","70035157.3","1852792.6","3475007.9","3000000","7256090.484","6888751.401","18003535.46","25601157.29","34747196.47","",
"Canada","CAN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1827117680.30674","2273318428.36666","2110873961.07408","3184571500.54189","3723538434.68265","3386183402.57977","2450721215.75787","3371826624.08886","3740191707.68949","5307737031.12626","5813268734.78803","663720808.269735","90061244.1131481","4618560061.87692","5675261448.85168","1256760213.69256","2709677620.68495","8597306053.61165","7196400040.3342","7171648940.44922","8401707941.43435","3514220103.04375","7018240062.86526","4178460316.69705","9541029101.65658","13657593613.3371","8817677647.2938","15182400421.6905","24979208298.1649","27456044687.0987","68303350856.0836","28391098831.3382","24486425376.8819","7011792709.04631","1452416545.21802","25552226940.9281","64302303096.8668","120451484862.004","70119614332.5095","20951090410.3132","29714744325.4741","38338330427.428","49368985104.1989","67027866778.2682","64174605785.6347","59986208237.0735","34201872160.6085","25357801000.497","42603762048.5971","48547493325.9594","26558536715.035","",
"Central Europe and the Baltics","CEB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","0","0","0","0","0","6000000","5000000","25000000","30000000","10000000","18000000","14000000","16000000","28000000","15000000","16000000","12000000","15000000","11000000","646818999.9","1849041210.2598","2522640711.57185","5563094008.72228","5377514695.24172","12558106072.37","11262472730.75","14298828886.7246","19665293910.2945","22103118135.4093","23562956308.4427","21625801492.5101","26481834432.6867","20414105077.8084","43043918533.3495","74726630916.3753","81628100565.9902","153392903966.077","138571794675.031","30638671436.0934","20999153919.6099","50013606914.8381","39263315156.2913","15349122065.4257","52915530475.9193","22467108647.5435","115651102268.125","28978937690.892","-21194240710.8668","151320839646.617","209344031397.436","",
"Switzerland","CHE","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","642643620.490481","777125995.866918","1267334791.67726","2122388474.7415","2320291936.53845","405248411.125538","2497180494.21581","5544796309.51597","2838789160.79242","1128487634.09191","1706937974.44082","3682699144.72734","4158247959.95384","4880219415.70052","8391921105.89553","11345529735.0728","14541329307.9251","23080879762.6769","9765012889.09898","8258050580.1782","19721053893.3922","7102294152.7232","2664910821.00245","53760772986.3034","48688296542.6701","2990936685.10856","47658570354.7326","17670735602.9225","20764483834.5029","39943494321.6384","-24926465856.5785","21003091521.7734","118752400108.647","166801396968.929","143235966548.555","-160387834479.04","8774913614.47833","-257336256171.399","",
"Channel Islands","CHI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","12330000","-18969999.9","-1100000","-4799999.9","2310000","50000000","-1000000","21000000","181000000","244000000","213000000","383000000","401000000","135000000","78000000","144300000","315500000","890500000","967900000","1283500000","661200000","822700000","936100000","1034300000","2582100000","2957000000","4814616000","5271400000","4627817978","8761016217.84","4860015667.52","4199763048.85","2549923142.41108","4026497832.75699","6797252642.36959","7462207179.80944","7586190389.76648","13474760472.5025","18473102612.1039","13855126064.8962","16019683111.6555","25564944876.5765","31368232402.7197","22210440993.2687","23558041868.3533","20879139388.8964","12328624278.076","6127820993.23861","7759647365.06777","12586607704.3638","8527994517.19414","",
